screen_name,u_fol,u_fav,u_lis,u_sta,u_fri,ver,hash_freq,avg_ret,avg_fav,source,sentiment,partition,trust
omqualityguru,2,3,1,2,3,False,0,3,4,Twitter for iPad,6,N1,4
sahir82,2,2,2,1,3,False,6,1,6,Twitter for iPhone,4,N1,4
newsheads_in,3,0,2,1,0,False,8,0,3,Hootsuite,4,N10,5
sureshalate,2,0,4,3,1,False,3,0,0,IFTTT,6,N7,1
lalanshanti,3,1,2,2,4,False,0,0,5,Twitter for Windows Phone,5,N10,5
8080195566,1,3,2,3,2,False,8,3,4,Twitter for Android,5,N1,4
__gbm,2,2,1,1,2,False,5,2,4,Twitter Web Client,5,N0,3
parlahad,1,4,3,2,2,False,6,4,0,Twitter Web Client,4,N1,4
ryf_feed,3,0,4,4,0,False,0,0,0,IFTTT,5,N10,5
poojamodi27,3,4,2,2,3,False,9,1,5,TweetDeck,4,N10,5
hardeep_loharu,2,2,3,4,1,False,9,1,0,realestatexp1,4,N1,4
Surasen3,2,3,3,2,2,False,7,4,3,Twitter for Android,6,N1,4
iamsais,2,2,2,1,4,False,2,3,6,Twitter for Android,5,N1,4
Nisha_NPU,2,1,4,3,0,False,3,0,4,WordPress.com,4,N1,4
syedisrar919,2,3,1,3,3,False,7,2,0,Mobile Web (M5),4,N1,4
Infracircle,3,1,4,2,3,False,4,0,3,Hootsuite,5,N10,5
anilgirotra25,3,1,2,2,4,False,1,3,5,Twitter for iPhone,5,N10,5
aveenashchavan,1,3,2,1,2,False,4,2,4,Twitter for iPhone,5,N0,3
MahantiSd,1,2,3,2,2,False,5,2,0,Twitter for Windows Phone,4,N1,4
SecNewsBot,3,0,4,4,0,False,0,0,0,IFTTT,5,N10,5
KusumBJP,3,0,2,1,1,False,5,0,6,TweetDeck,5,N10,5
joshiheer1,2,4,2,2,1,False,9,1,5,TweetDeck,4,N1,4
BoneyXavier,2,3,3,2,2,False,2,3,3,Twitter for Android,6,N1,4
prabhukoppal,2,2,1,2,4,False,6,3,0,Twitter for Android,6,N0,3
vinodleo007,2,0,3,3,0,False,2,0,4,Twitter Web Client,4,N1,4
Naresh_patel_4u,2,1,1,3,3,False,3,4,0,Twitter for Android,4,N0,3
helenpachecoco1,2,3,4,3,3,False,7,0,4,SocialCloudSuite,5,N1,4
chetanshahrare,3,1,2,2,3,False,8,4,5,Twitter for iPhone,5,N10,5
fahim_sutriwala,2,1,1,1,2,False,4,2,4,Twitter Web Client,4,N0,3
GDhulipati,1,2,2,2,1,False,1,2,4,Twitter for iPhone,4,N1,4
DigitalAyrshire,3,1,4,4,1,False,6,0,0,EADTcampBot,5,N10,5
beingpratik91,3,2,2,1,2,False,0,2,5,TweetDeck,5,N10,5
karunaAAP,3,4,2,2,2,False,9,1,6,TweetDeck,5,N10,5
ani1987,2,4,3,2,4,False,8,3,3,Twitter for Android,4,N1,4
lokeshdesigner,2,3,1,2,3,False,5,3,0,Twitter Web Client,6,N1,4
vickiemgutierr2,2,0,4,4,2,False,2,0,3,IFTTT,5,N2,7
swain_ch,1,4,2,3,0,False,1,3,0,Twitter for Android,4,N0,3
thirmehta,2,2,3,3,0,False,4,0,4,Put your button on any page! ,4,N1,4
push__kar,2,3,3,3,3,False,3,4,0,Mobile Web (M2),5,N1,4
ibrahim_siraj_,3,1,1,2,3,False,0,0,5,Facebook,5,N10,5
gaganm12,1,3,2,3,1,False,3,2,0,Twitter for iPhone,4,N1,4
jnsuryaprakash,2,0,3,2,3,False,6,0,4,Paper.li,6,N1,4
makthanvi,2,1,2,1,1,False,8,1,4,Twitter for iPhone,5,N1,4
jyotiPatel00,3,4,2,2,2,False,9,2,5,TweetDeck,4,N10,5
adv_rrd,2,2,2,1,4,False,0,1,3,Twitter Web Client,5,N1,4
loinprem,2,3,1,2,4,False,5,3,6,Twitter for Android,4,N1,4
inrajkotinfo,3,1,4,2,0,False,8,0,5,Scoop.it,5,N10,5
Anyone017,1,2,2,2,2,False,2,3,3,Twitter for Android,4,N1,4
agk4444,2,0,4,4,3,False,4,0,0,Facebook,4,N2,7
attorneymanish,2,4,3,3,2,False,4,1,0,Netvibes Widget,5,N1,4
gauravdedhia2,2,3,3,1,1,False,7,4,5,Twitter Web Client,5,N1,4
TannyMultani,1,3,2,3,1,False,4,4,0,Twitter for iPhone,5,N0,3
CarlTyons,3,0,4,2,3,False,7,0,4,MyCarlApp,5,N10,5
soumyaparhi,2,3,3,2,1,False,6,3,4,Twitter for iPhone,6,N1,4
aapsony,3,4,2,2,3,False,9,2,3,TweetDeck,4,N10,5
preeprabhakaran,2,2,2,1,2,False,3,1,6,Twitter Web Client,5,N1,4
krsanjay6161,2,2,1,2,4,False,8,2,3,Twitter for Android,4,N1,4
InVadodaraInfo,3,1,4,2,0,False,8,0,5,Scoop.it,5,N10,5
VikramSKumar,1,1,3,2,2,False,5,2,3,Twitter for Android,4,N0,3
lifeofanomad,2,0,4,4,1,False,0,0,0,IFTTT,4,N2,7
PCCPONDY,2,2,1,3,0,False,4,3,5,Twitter for Android,4,N0,3
bhangale_manish,2,3,3,1,1,False,2,0,6,Tumblr,5,N1,4
shinegaichixyu1,2,3,2,3,2,False,1,4,4,Mobile Web (M5),5,N1,4
ChandaDebabrata,3,0,2,4,3,False,3,0,5,Twitter Web Client,5,N10,5
KunalPanchani,1,3,1,2,2,False,9,1,0,Twitter for iPhone,5,N0,3
thakorkajal7,3,4,2,2,3,False,9,2,4,TweetDeck,4,N10,5
DKCP35,2,4,4,4,0,False,3,3,0,Twitter for iPhone,4,N2,7
Sran1Binder,2,2,2,3,3,False,7,2,0,Twitter for Android,6,N1,4
rtufail,3,1,4,2,3,False,6,0,3,IFTTT,5,N10,5
NikLim01,1,1,2,2,2,False,7,4,3,Twitter for Android,4,N1,4
IbsenJG,2,0,4,4,1,False,0,0,0,dlvr.it,5,N2,7
GehlawatSid,2,2,1,2,0,False,8,1,6,Twitter for Android,4,N1,4
ganeshstweet,2,3,3,3,4,False,2,0,4,Facebook,5,N1,4
samba3thy,2,1,3,3,2,False,5,1,4,Twitter for iPad,5,N1,4
SulthanKhan,3,2,2,2,1,False,2,2,5,Twitter Web Client,5,N10,5
ksonuin,1,3,1,2,2,False,2,0,5,Twitter for iPhone,4,N0,3
evancooper10,2,4,2,1,3,False,1,3,4,Twitter Web Client,5,N1,4
India_Bloopers,1,3,2,2,0,False,6,3,0,TweetDeck,4,N1,4
deepak_siwani,2,2,3,4,2,False,9,1,0,realestatexp,4,N1,4
tweetchristo,2,1,4,3,0,False,3,0,3,IFTTT,5,N1,4
TheTweet0fIndia,3,2,2,2,3,False,4,4,6,Twitter for iPhone,4,N10,5
benaagrwal,1,0,2,2,1,False,7,3,0,TweetDeck,5,N1,4
techie_wheels,2,0,4,1,2,False,3,0,6,Twitter Web Client,4,N1,4
BullaSpeaks,2,4,3,3,3,False,0,0,4,UnFollowSpy,5,N1,4
BhupenderINC,2,3,1,2,4,False,5,4,0,Mobile Web (M5),5,N1,4
ghanendra,3,1,2,2,3,False,8,1,3,Twitter for Android,4,N10,5
PARAG321,2,2,3,1,2,False,2,2,5,Twitter for Android,5,N1,4
GuillaumeBelin,3,1,4,2,1,False,4,0,4,IFTTT,5,N10,5
INC_Avengers,1,3,2,2,0,False,6,3,0,TweetDeck,4,N1,4
RomalThakor,2,4,2,3,2,False,9,1,5,TweetDeck,4,N1,4
iamsalome,2,0,3,4,2,False,1,0,4,Twitter Web Client,4,N1,4
bangersandeep,3,2,1,2,4,False,0,0,5,Twitter for iPhone,5,N10,5
RavirajaTo,0,2,2,2,0,False,7,2,0,TweetDeck,5,N1,4
viharshivankar,1,3,2,3,2,False,3,3,0,Twitter for Android,4,N1,4
InElectionNews,2,0,4,3,0,False,6,0,4,IFTTT,5,N7,1
_dGate,2,3,4,2,3,False,5,2,0,Twitter for iPhone,6,N1,4
Mahendra7788,1,1,2,2,1,False,8,3,3,Twitter for Android,5,N0,3
satish_shetty,2,2,3,1,2,False,2,0,6,Twitter Web Client,5,N1,4
ankit2704,3,1,2,1,3,False,5,0,4,Facebook,5,N10,5
NikhiilDassani,2,3,3,2,4,False,0,4,3,Twitter for iPhone,4,N1,4
BabitaPatel_,3,4,2,2,2,False,9,1,3,TweetDeck,4,N10,5
premkideeweni,2,3,4,4,1,False,4,0,0,IFTTT,4,N2,7
Helll000,2,2,3,3,3,False,0,4,5,Twitter Web Client,5,N1,4
aapajaydamor,2,0,1,2,1,False,8,2,0,Aam Aadmi Party new,4,N1,4
khandelwal992,3,3,2,2,4,False,7,1,4,fllwrs,5,N10,5
ChottaGappu,2,0,2,3,0,False,7,0,4,IFTTT,4,N1,4
yogitadoshi,3,2,4,2,2,False,3,2,5,Twitter for iPhone,5,N10,5
ImranMullan,1,1,2,2,3,False,1,3,0,Twitter for Android,4,N1,4
aparnitam,2,2,3,3,2,False,6,1,6,Twitter Web Client,5,N1,4
econoclastic,2,1,2,1,2,False,5,4,4,Twitter for Android,5,N1,4
ManmohanMm,3,3,1,2,3,False,3,0,5,Facebook,5,N10,5
udayakandate,1,2,2,2,1,False,4,3,3,Twitter for Android,4,N1,4
modifan62,2,3,3,4,1,False,0,0,0,IFTTT,4,N1,4
Maratha19Feb,2,1,3,3,0,False,9,4,0,TweetDeck,5,N1,4
tapan_s,2,4,2,3,2,False,8,2,0,Twitter for Windows,4,N1,4
MaheshThuppeKal,3,4,2,2,3,False,7,1,3,Twitter for iPhone,5,N10,5
druidacc,2,0,2,4,1,False,0,0,0,dlvr.it,4,N1,4
dilderai,2,3,1,2,4,False,5,2,4,Twitter for iPhone,5,N1,4
tekypromo,3,2,4,2,2,False,6,0,4,IFTTT,5,N10,5
Sunnyraje86,2,4,3,3,3,False,2,1,5,Twitter for Android,5,N1,4
pujasoton,2,3,2,1,2,False,7,3,6,Twitter for Android,4,N1,4
indianeagle,3,2,4,2,2,False,5,0,5,Twitter Web Client,5,N10,5
mihirg,3,1,2,2,3,False,3,3,0,Mobile Web (M5),4,N10,5
pravekchettri,1,3,2,2,1,False,4,4,0,Twitter for Android,4,N1,4
sripimaa69,2,1,3,3,4,False,0,0,4,Twitter Web Client,5,N1,4
kmfameen,2,2,2,3,1,False,1,2,0,TweetDeck,4,N1,4
megha_lall,2,4,1,2,2,False,8,4,5,Twitter for iPhone,5,N1,4
GadgetOx,2,1,3,2,0,False,0,0,3,WordPress.com,4,N1,4
PatelDanush,1,3,2,2,1,False,9,1,4,TweetDeck,5,N1,4
Bharatnewsindia,2,0,2,4,3,False,5,0,0,IFTTT,5,N1,4
BlackPantherUI,2,4,3,3,2,False,1,2,4,Twitter for Android,5,N1,4
devanshu88,2,3,2,1,3,False,6,3,4,Twitter for iPhone,4,N1,4
prasadpn,3,1,1,2,2,False,0,0,3,Twitter Web Client,5,N10,5
MediniT_,3,2,2,2,2,False,8,3,6,Twitter for Android,4,N10,5
hetal1978,1,3,2,2,1,False,4,4,0,Twitter for Android,4,N1,4
Blogging2017,2,1,4,2,0,False,4,0,5,dlvr.it,5,N1,4
shramn,2,2,2,3,3,False,3,1,0,Put your button on any page! ,4,N1,4
INDIA_Wale_1,2,2,1,1,2,False,7,4,0,TweetDeck,5,N0,3
chaks1969,2,3,3,2,4,False,8,3,3,Twitter for iPhone,4,N1,4
SweetSneha007,3,4,2,2,2,False,9,2,5,TweetDeck,5,N10,5
Soumitradas4Das,2,0,2,3,1,False,5,0,5,Twitter Web Client,4,N1,4
cardlessnews,2,1,4,4,2,False,0,0,0,IFTTT,5,N2,7
EdwardKavallo,2,3,3,2,3,False,3,1,4,Mobile Web (M2),5,N1,4
Gitanjali_DS,3,4,2,2,0,False,5,0,6,Twitter for iPhone,5,N10,5
NotNewToAny1,2,3,3,3,2,False,6,1,4,Twitter for Android,4,N1,4
DesaiNrupa,1,3,2,2,1,False,9,3,0,TweetDeck,4,N1,4
iamkaushikraj,2,2,4,2,1,False,2,3,3,Mobile Web (M5),5,N1,4
VinayaKantRai2,2,1,3,3,3,False,1,0,0,Twitter for Windows,4,N1,4
dibyaranjan_me,2,2,2,1,3,False,8,2,5,Twitter for Android,5,N1,4
janamri333,1,4,2,2,2,False,7,4,0,Twitter for iPhone,4,N1,4
charli_to,0,2,2,2,0,False,5,2,0,TweetDeck,5,N1,4
konark_goel,2,1,2,3,2,False,8,4,3,Twitter Web Client,4,N1,4
pranay01,2,1,3,1,2,False,1,0,5,Twitter Web Client,5,N1,4
MsNaaz5,2,3,1,2,2,False,0,1,4,Facebook,5,N1,4
Nikita197j,3,3,2,2,3,False,9,3,6,Twitter for iPhone,5,N10,5
lyingbox,2,4,1,2,0,False,0,3,4,Twitter for Android,4,N1,4
AAPfor2019,1,3,2,2,1,False,9,1,0,TweetDeck,4,N1,4
MishraKamalN,2,2,4,3,1,False,3,0,0,WordPress.com,5,N1,4
giftsfortravel,2,1,4,2,3,False,4,0,3,dlvr.it,5,N1,4
sareenamar,3,3,2,2,4,False,8,3,5,Twitter for Android,4,N10,5
atsmobus,2,4,3,3,2,False,7,2,0,Twitter for iPhone,4,N1,4
shashwatabhisar,3,2,2,2,3,False,2,1,4,Twitter for Windows Phone,5,N10,5
scrapravi,2,2,2,3,2,False,5,2,3,Twitter Web Client,4,N1,4
excatwoman,2,1,2,1,2,False,6,1,5,Twitter Web Client,5,N1,4
Subhank25219819,1,2,3,2,2,False,7,4,0,Twitter for iPhone,5,N0,3
MonaInsan12,2,3,1,3,0,False,9,4,0,Twitter for Android,5,N0,3
snehithjalagam,2,1,1,2,2,False,0,0,3,Facebook,4,N1,4
nitagoswami2,1,0,2,2,1,False,7,3,0,TweetDeck,5,N1,4
abhinandan_ks,2,3,2,2,1,False,1,0,5,Twitter for iPhone,6,N1,4
Innovonomics,2,0,4,2,0,False,3,0,0,IFTTT,5,N1,4
lalitvijay9,3,1,2,2,3,False,5,1,4,Twitter for Android,4,N10,5
RakeshGupta09,2,3,3,3,2,False,8,3,0,Mobile Web (M5),4,N1,4
RawAgentNo1,3,3,2,2,3,False,2,2,5,Twitter for iPad,5,N10,5
Joel_sindhi,2,4,2,3,2,False,9,1,4,TweetDeck,4,N1,4
12Coquis,2,2,3,2,4,False,6,1,4,Twitter Web Client,5,N1,4
MishraVn,2,2,2,1,2,False,5,0,6,Twitter for iPhone,5,N1,4
en_ig_ma_tic,2,2,3,3,3,False,0,3,0,TweetCaster for Android,5,N1,4
ramakrishnan002,2,0,1,2,4,False,9,2,0,Twitter for Android,4,N1,4
rajvishah18,1,0,2,2,1,False,7,3,0,TweetDeck,5,N1,4
fuzail_ayyubi,3,3,2,2,3,False,8,2,3,Twitter for iPhone,4,N10,5
_SEO_Simple_,2,1,4,2,0,False,5,0,5,dlvr.it,5,N1,4
HemantSirohi1,2,1,2,2,2,False,1,1,4,Twitter for Android,3,N1,4
Vel_Veer,1,3,3,2,2,False,3,3,0,Twitter for iPhone,4,N1,4
Prapanchi,2,2,2,3,3,False,7,0,3,IFTTT,4,N1,4
BaaniPatel,3,4,2,2,2,False,9,2,4,TweetDeck,4,N10,5
ArticClock,2,3,3,3,3,False,8,1,5,Twitter Web Client,5,N1,4
GhaisasRohit,2,2,1,2,2,False,5,4,6,Twitter for Android,5,N0,3
Apkbox_in,2,1,4,3,2,False,2,0,0,IFTTT,5,N1,4
breakingknowlez,2,0,2,3,1,False,0,0,0,Google,4,N1,4
nidhisolanki11,1,0,2,2,1,False,7,3,0,TweetDeck,5,N1,4
manoj_sorathiya,3,3,2,2,3,False,9,1,3,Twitter for iPhone,4,N10,5
UshaUshatiwari,2,2,1,2,1,False,2,2,4,Twitter Web Client,5,N1,4
Pa1Ghatge,2,1,2,2,2,False,6,3,5,Twitter for Android,6,N1,4
lindasue77,2,3,3,2,4,False,1,0,3,Twitter Web Client,4,N1,4
JoinatulKumar,2,4,2,1,3,False,4,3,0,Twitter for iPhone,5,N1,4
khanSara71,3,4,2,2,2,False,9,2,4,TweetDeck,4,N10,5
LokeshSrini,2,3,3,3,2,False,4,1,4,Twitter for iPhone,5,N1,4
gopallall,2,2,1,2,3,False,8,3,5,Twitter for Android,4,N1,4
sharmakapili,2,1,2,3,3,False,5,4,0,Twitter for Windows Phone,5,N1,4
sahilkhurana09,2,2,3,3,1,False,7,0,0,IFTTT,5,N1,4
Thereturnedlord,4,1,2,2,2,False,0,0,0,UnFollowSpy,5,N1,4
PPatel108,3,3,2,2,3,False,5,1,6,Twitter Web Client,4,N10,5
kajalpa06875673,1,0,2,2,1,False,7,3,0,TweetDeck,5,N1,4
zaafir4u,2,3,2,1,2,False,6,2,6,Twitter for Android,4,N1,4
kaliaparijat,2,2,1,2,2,False,1,0,5,Twitter Web Client,5,N1,4
balakrishnan98,2,3,2,3,4,False,2,1,3,Twitter for iPhone,5,N1,4
AroorVibha,3,4,2,2,2,False,9,3,4,TweetDeck,4,N10,5
manish_manisja,2,4,3,3,2,False,0,2,0,Twitter for iPhone,4,N1,4
akhilra05037933,2,3,1,2,3,False,8,4,5,Twitter for Android,5,N1,4
tiwari_mukesh,2,2,3,2,3,False,1,3,4,Twitter Web Client,4,N1,4
inversethinker,2,2,3,3,1,False,3,3,0,Twitter for iPhone,5,N1,4
CLAIMSOU45490,3,1,2,2,4,False,0,0,0,LinkedIn,5,N10,5
_Mataprasad,2,0,1,2,3,False,7,0,0,IFTTT,4,N1,4
RathodShaiv,1,3,2,2,1,False,5,2,0,TweetDeck,4,N1,4
imrajesh18,2,1,2,3,2,False,4,3,6,Twitter Web Client,5,N1,4
IamNikunjj,2,2,2,1,2,False,3,0,5,Twitter Web Client,4,N1,4
niyati_bohra_18,3,1,2,2,3,False,2,1,5,Twitter for iPhone,5,N10,5
SundarMP1,1,3,2,2,2,False,0,1,4,Twitter for Android,4,N1,4
v_rai25,2,4,2,3,2,False,9,2,4,VRTwitterApp,5,N1,4
hawee72,2,3,1,2,3,False,6,3,3,Twitter for Android,5,N1,4
SikhDalit,2,0,1,2,0,False,7,1,0,Twitter for iPhone,4,N1,4
androidyy,2,4,3,2,2,False,8,2,3,Twitter for Android,5,N1,4
suhasfranky1,3,2,2,2,4,False,0,0,0,dlvr.it,4,N10,5
prasantmani,2,1,3,2,1,False,4,3,0,Twitter for Windows Phone,5,N1,4
gullaapka,1,3,2,2,1,False,9,2,0,TweetDeck,4,N1,4
2see79,2,2,2,3,0,False,7,2,6,Twitter for iPhone,5,N1,4
sagarnangare,2,2,4,2,3,False,6,0,5,Twitter Web Client,5,N1,4
samadesh,2,1,2,3,3,False,2,3,0,Twitter Web Client,4,N1,4
PujariKir,3,3,2,2,2,False,9,1,5,TweetDeck,4,N1,4
RamnathKumar1,2,3,2,3,2,False,7,4,4,Mobile Web (M5),5,N1,4
OrbView,3,0,2,2,2,False,0,0,3,IFTTT,5,N10,5
hiteshmp5,2,3,3,2,3,False,3,3,0,Twitter for Android,6,N1,4
SridharUS,2,2,1,2,2,False,3,4,4,Twitter for iPhone,5,N1,4
apbandiv,2,1,2,1,1,False,6,1,0,Twitter for iPhone,4,N1,4
DipankarHandi14,2,4,3,2,3,False,1,3,4,Twitter for Android,5,N1,4
jigarwaale,1,3,2,2,2,False,9,2,0,TweetDeck,4,N1,4
vinay55763,2,2,2,3,1,False,5,2,0,Twitter for Windows Phone,4,N1,4
vigneshsathyam,2,2,1,2,3,False,2,0,5,Twitter for iPhone,5,N1,4
siddharth9978,2,4,2,3,3,False,0,0,3,Twitter Web Client,5,N1,4
AAPkiEkta,3,4,2,2,2,False,9,3,4,TweetDeck,4,N10,5
prabhalight,2,3,3,3,2,False,0,2,0,Twitter for iPad,4,N1,4
neerangautam,3,2,2,2,2,False,6,1,5,Twitter for iPhone,5,N10,5
anuragbiz,2,3,4,2,3,False,2,3,4,Twitter Web Client,5,N1,4
iampnys,2,3,2,2,2,False,3,0,6,Twitter Web Client,6,N1,4
omssoni,2,2,2,1,1,False,7,2,0,Twitter Web Client,5,N1,4
imknag,2,1,1,2,2,False,6,3,4,Twitter for Android,4,N1,4
Raja_Africa,2,3,2,2,4,False,4,1,6,Twitter for iPhone,4,N1,4
arunbnair,1,2,2,2,2,False,5,4,0,Twitter for iPhone,4,N1,4
SwaggerBanno,2,3,1,2,1,False,2,2,5,Twitter for Android,5,N1,4
adyalwaysrocks,2,4,2,3,2,False,7,4,3,Twitter for Android,5,N1,4
patellalji8,2,4,2,2,3,False,9,1,3,TweetDeck,4,N1,4
ashokrodgi,1,4,2,2,1,False,0,3,0,Twitter Web Client,5,N1,4
teenageee,2,2,3,2,2,False,3,1,5,Twitter for iPad,5,N1,4
imagesolutions3,2,0,2,2,3,False,1,0,4,Scoop.it,5,N1,4
Manan_SRKian,2,3,2,3,2,False,6,3,0,Twitter for Android,6,N1,4
wafa_adeel,3,2,2,2,3,False,7,2,4,Twitter Web Client,5,N10,5
103_zimmy,2,3,1,2,1,False,9,1,0,TweetDeck,4,N1,4
BShyamdev,2,3,2,4,2,False,6,3,0,Twitter for iPhone,4,N1,4
B_ODomhnallain,2,2,3,2,2,False,1,1,4,Twitter for iPhone,4,N1,4
aap_rahul,2,3,1,2,3,False,5,2,6,Twitter for Android,5,N1,4
vikesh30,2,3,2,3,2,False,8,3,3,Twitter Web Client,4,N1,4
Saniya1987,2,4,3,2,2,False,9,2,5,TweetDeck,4,N1,4
punit1101,2,1,2,2,3,False,0,4,0,Twitter for iPhone,6,N1,4
PentapatiPullar,2,1,2,2,1,False,1,0,5,Twitter for iPad,5,N1,4
ovarwin,2,2,3,2,3,False,2,1,4,Twitter for iPhone,5,N1,4
salsasaborradio,2,0,2,3,2,False,1,4,0,Twitter Web Client,5,N1,4
akhiles45848230,1,3,2,2,2,False,7,2,0,Twitter for Windows Phone,5,N1,4
rcaasw,3,2,2,2,3,False,6,3,0,Twitter Web Client,4,N10,5
SonamIsHere,3,4,2,2,2,False,3,3,0,TweetDeck,4,N10,5
hbraica,2,3,2,3,1,False,2,1,4,Twitter Web Client,5,N1,4
Pawan_Kalra27,2,2,1,2,2,False,0,3,5,Twitter for Android,4,N1,4
santoshhp2,2,3,2,3,3,False,9,4,4,Twitter for Android,4,N1,4
sumitabh007cool,2,3,1,2,2,False,3,2,5,Twitter for iPhone,5,N1,4
nusrat_khan123,2,4,2,2,1,False,9,2,4,nusrat_khan123,4,N1,4
Ahsanich,2,4,2,2,2,False,1,0,3,Instagram,5,N1,4
apsinghvisen,2,3,3,2,3,False,6,4,5,Twitter for iPhone,5,N1,4
KamalLaddha,2,2,2,2,1,False,4,2,0,Twitter for iPhone,6,N1,4
aapkipalki,1,3,2,2,2,False,7,2,0,TweetDeck,4,N1,4
SandeshParkar,2,3,2,3,3,False,3,3,6,Twitter Web Client,5,N1,4
J4Jayshree,3,4,2,2,2,False,9,1,0,TweetDeck,4,N10,5
prajwalswamy,2,2,2,1,2,False,1,3,4,Twitter for iPhone,5,N1,4
MrMurali_M,2,4,2,2,4,False,8,1,5,Twitter for Android,5,N1,4
unite_4_India,2,2,2,3,2,False,7,1,4,Twitter Web Client,4,N1,4
mad_mykes_manse,2,3,1,2,3,False,1,4,4,Twitter Web Client,5,N1,4
PalakMisty11,1,3,2,2,2,False,6,3,0,Mobile Web (M5),4,N1,4
AntigePintige,2,4,2,2,1,False,0,1,6,Twitter for Android,5,N1,4
ABhijit_RoySlgs,2,3,1,2,3,False,1,0,4,Twitter for iPhone,5,N1,4
Nitishk57,2,1,2,2,4,False,6,2,0,TweetCaster for Android,5,N1,4
GjptaK,1,2,2,2,2,False,9,2,0,Twitter for Android,4,N1,4
GauthamCode,2,3,2,2,3,False,0,0,5,Twitter Web Client,6,N1,4
kelashsha1,2,4,2,3,2,False,9,2,0,TweetDeck,4,N1,4
ravi_dsingh,2,2,3,2,2,False,3,3,0,Mobile Web (M5),5,N1,4
khalid_ehsan,2,3,2,3,1,False,1,3,5,Twitter for Android,5,N1,4
newbie109,2,4,2,3,2,False,8,3,4,Twitter Web Client,4,N1,4
connocrat,2,3,1,2,3,False,1,4,0,Twitter for iPhone,4,N1,4
javedin99,1,3,2,2,2,False,7,4,0,Twitter Web Client,4,N1,4
Dr_AnilPatel,2,4,2,3,2,False,9,1,5,TweetDeck,5,N1,4
Kbadoghu,2,2,2,2,1,False,0,2,6,Twitter for iPhone,4,N1,4
VaishnudebiD,2,3,2,2,3,False,2,2,4,Twitter for Android,6,N1,4
omkarsingh2007,2,1,2,2,2,False,4,3,3,Twitter for iPhone,5,N1,4
sah296,2,3,2,2,4,False,3,2,0,Twitter for Android,3,N1,4
AAP_Neel,2,4,2,2,1,False,9,1,4,TweetDeck,4,N1,4
arbind1982,2,2,1,2,2,False,7,3,0,Twitter for iPhone,4,N1,4
lawyerliar,2,3,2,3,2,False,3,2,5,Twitter for Android,5,N1,4
ShallyKaushik1,2,4,2,3,3,False,7,3,0,Twitter for Android,4,N1,4
avi29nash,2,3,3,2,2,False,9,3,5,Twitter for iPhone,5,N1,4
sunnykrishi,2,4,2,2,0,False,4,4,0,Twitter Web Client,4,N1,4
aapshabbir,2,4,2,2,1,False,5,1,0,TweetDeck,5,N1,4
Maila_Kameez,2,2,2,3,2,False,1,2,5,Twitter for iPhone,4,N1,4
pn906,2,1,2,2,3,False,9,2,5,Twitter Web Client,5,N1,4
biswajitroy2009,2,3,1,2,2,False,6,3,0,Twitter Web Client,4,N1,4
dandapat_mukesh,2,3,2,2,3,False,5,4,4,Twitter for iPhone,5,N1,4
kamlesh141986,2,3,2,2,4,False,6,2,4,Twitter for Android,4,N1,4
prudent_sourav,1,3,2,2,2,False,7,3,0,Twitter for Android,4,N1,4
SajeendranN,2,2,2,3,2,False,1,4,0,Twitter for Android,4,N1,4
rajeshtalvar,2,3,2,2,1,False,9,1,5,TweetDeck,5,N1,4
aimsmmt,2,4,1,2,2,False,7,3,0,Twitter Web Client,4,N1,4
Ramkumar7860Ram,2,4,2,3,2,False,4,2,0,Twitter for iPhone,5,N1,4
rkannantrg,2,1,2,2,3,False,1,1,5,Twitter for Android,4,N1,4
manishtilwani17,2,4,2,2,0,False,2,2,0,Twitter for iPhone,5,N1,4
CJ_India,2,1,2,2,2,False,3,4,4,Twitter Web Client,4,N1,4
iamsahib21,2,2,2,2,3,False,0,3,0,Mobile Web (M5),4,N1,4
unnatpandit,2,3,2,2,1,False,7,3,5,Twitter for iPhone,5,N1,4
sbbjayaraman93,2,3,2,2,3,False,5,2,0,Twitter for Android,6,N1,4
VKGanatra,2,3,2,2,1,False,9,3,4,TweetDeck,4,N1,4
DrSKTyagi_MCM,2,2,2,3,2,False,3,2,0,Twitter for Android,4,N1,4
KayanKapadiya,2,3,2,2,2,False,9,1,5,TweetDeck,5,N1,4
jingado,2,3,2,3,3,False,1,3,0,Twitter for Android,4,N1,4
Nishant1404,2,1,2,2,2,False,4,2,4,Twitter Web Client,4,N1,4
aaprajesh10,2,4,2,2,2,False,9,1,5,TweetDeck,4,N1,4
Shahpratikd,2,2,2,2,2,False,5,3,5,Twitter for iPhone,5,N1,4
RahulAnumala,2,4,2,2,3,False,1,4,0,Twitter for iPhone,4,N1,4
ashishsaini_550,2,2,2,2,3,False,8,4,0,Twitter for iPhone,4,N1,4
Chandra46,2,3,2,2,2,False,1,2,4,Twitter for iPad,5,N1,4
ModiJaisil,2,3,2,2,1,False,0,3,0,TweetDeck,5,N1,4
vingoel00,2,3,2,3,3,False,3,3,0,Twitter for iPhone,4,N1,4
pancharia98250,2,3,2,2,3,False,6,2,5,Twitter for Android,4,N1,4
rambabu_14,2,4,2,2,2,False,8,2,0,TweetDeck,5,N1,4
11Boms,2,3,2,2,1,False,9,3,5,TweetDeck,4,N1,4
Grumpy_Gandhi,2,3,2,2,3,False,4,3,4,Twitter Web Client,4,N1,4
DeviKshah6556,2,4,2,2,2,False,9,1,0,TweetDeck,4,N1,4
