screen_name,u_fol,u_fav,u_lis,u_sta,u_fri,ver,hash_freq,avg_ret,avg_fav,source,sentiment
iamshaina,72,83,6,5886,17,False,10.071428571428571,0.05,0.45,Twitter Web Client,4
CBRATHISH,18,333,0,293,266,False,12.545454545454545,132.7,0.0,Twitter for Android,5
LodhAmar,1072,2191,98,98313,1253,False,77.0,65.27777777777777,0.0,Twitter for Android,4
thangarajscea,9,172,0,448,87,False,19.285714285714285,1.35,0.05,Twitter for Android,2
itsyashshah,68,30,0,75,217,False,8.777777777777779,1660.2,0.3,Twitter for Android,5
tuse_ashish,599,2241,2,224,310,False,2.1666666666666665,598.9,0.55,Twitter for Android,4
SamKhan999,4626,27629,227,143755,518,False,9.0,18.6,0.25,Twitter for Android,5
anandverite,10207,0,81,1158,0,False,1.6666666666666667,2.8,3.6,Facebook,4
Bravebhai,14,5,0,26,115,False,75.0,0.0,0.2,Twitter for Android,3
Arasanavarbhimu,2,20,0,14,31,False,37.0,5.35,1.15,Twitter for Android,7
theesotericcyn,24,837,1,559,84,False,-1,59.4,0.0,Twitter for Android,5
Thereturnedlord,1718,314,11,8078,219,False,-1,0.0,0.0,UnFollowSpy,5
rchachra,219,257,2,565,438,False,1.0,9903.7,0.15,Twitter for iPhone,4
Zoyamirr,283,3115,4,3963,86,False,11.75,46.15,0.8,Twitter for iPhone,5
Saamanaonline,3020,64,36,2082,85,False,9.507936507936508,0.0,0.4,Twitter Web Client,5
kcvlotus,2,11,5,533,7,False,-1,0.0,0.0,Twitter Web Client,6
mdfir212,276,5881,58,2145,784,False,16.904761904761905,615.2,0.0,Twitter for Android,6
CollapseBlogs,654,66,8,197,214,False,5.142857142857143,1.45,1.35,Twitter Web Client,4
Abhinav231196,39,1313,1,213,380,False,1.0,89.85,0.25,Mobile Web (M5),5
Priyans39943178,39,1984,0,2604,94,False,146.0625,3392.25,0.05,Twitter for Android,6
GehlawatSid,208,591,7,2749,45,False,84.85714285714286,13.65,21.45,Twitter for Android,4
ashu048,321,1887,4,10725,174,False,61.0,0.0,0.4,Twitter Web Client,5
Adil_AH123,396,3334,16,5888,545,False,12.2,198.6,0.05,Twitter for Android,5
Arunsali12881,43,68,6,2123,240,False,49.0,1234.0,0.0,Twitter for Android,5
PRATIPSEN4,34,1000,4,8288,348,False,8.625,244.65,0.05,Twitter for Android,5
furtherfield,10618,11188,887,45292,4603,False,34.23076923076923,20.3,0.2,Twitter Web Client,5
ajantriks,1281,4862,448,18485,881,False,13.166666666666666,232.65,0.3,Twitter Web Client,6
varun_ashish,384,8053,24,10958,512,False,50.0,20.9,3.25,Twitter for Android,5
RNels1201,23,745,5,1502,98,False,77.55555555555556,0.2,0.2,Twitter for Android,4
AnandaS11401355,13,1254,0,67,130,False,14.818181818181818,260.5,0.1,Twitter for Android,4
ItzzMeAllan,10,41,0,70,124,False,2.0,12.6,0.0,Twitter for Android,5
NhnordicNitish,180,24606,40,19592,460,False,71.1,102.6,0.0,Twitter Web Client,5
kushwani2,3,129,0,27,76,False,-1,46.55,0.2,Mobile Web (M5),7
paramporul,12992,3367,19,58954,965,False,6.5,13.05,0.35,Twitter for iPhone,5
kdhupkar,134,3393,2,3635,434,False,-1,567.3,0.2,Twitter for iPhone,6
Darrk_Souls2,157,3543,11,9435,344,False,1.0,1010.9,0.0,Twitter for Android,5
mukhtarahmed313,350,450,0,3885,830,False,22.375,93.45,0.0,Twitter Web Client,5
ravikant_100,12,231,0,57,28,False,6.0,352.10526315789474,0.47368421052631576,Twitter for Android,5
ChintanKahar,458,59674,67,38954,2010,False,84.42857142857143,571.65,0.0,Twitter for Android,5
AllanFree3,752,12339,393,32317,2069,False,10.333333333333334,2.85,0.35,Twitter Web Client,4
iamYSfromTS,3270,11205,81,34276,273,False,31.736842105263158,3.35,2.4,Twitter Web Client,4
SANJEEV7778,23,26,0,199,61,False,11.5,0.1,0.05,Mobile Web (M2),4
Nonsense_4_u,187,145,0,1028,250,False,58.0,1259.95,0.05,Twitter for Android,5
Zeeshu_4_U,2788,4533,21,18140,483,False,78.0,646.8,0.15,Twitter for Android,5
dr_madindian,174,3356,12,9521,110,False,-1,36.1,0.35,Mobile Web (M5),4
GirishNagda3,4,35,0,39,53,False,32.25,16.31578947368421,0.05263157894736842,Twitter for Android,5
syedisrar919,265,1993,6,9547,618,False,57.875,83.5,0.0,Mobile Web (M5),4
milindshah2006,455,767,147,62820,1326,False,11.5,63.3,0.05,Twitter for Windows,5
ManiKing0179,419,14362,42,26703,490,False,60.85,15.4,0.0,Twitter for Android,5
gandhiincindia,458,6369,53,22273,1152,False,96.0,22.9,0.0,Twitter for iPhone,4
Abilitym2,16,4,16,253,110,False,7.378378378378378,5.15,0.0,Twitter for iPhone,5
globalfindex,2377,457,105,1986,613,False,50.27272727272727,6.2,2.05,Hootsuite,6
i_boopathi,109,38,0,228,161,False,5.9411764705882355,17.15,0.65,Twitter for Android,5
ap_kmission,1380,45,43,368,32,False,4.242424242424242,4.2,6.85,Twitter Web Client,6
SumitaDawra,1512,299,32,382,80,False,29.647058823529413,24.65,2.45,Twitter for iPhone,5
dhanasekarbsmed,64,4672,32,3345,83,False,6.117647058823529,262.89473684210526,0.0,Twitter for Android,4
magberrymag,836,2,9,138,1854,False,3.6666666666666665,0.0,0.05,Google,5
Alokdubeyantu,39,207,0,99,166,False,15.0,97.6,0.15,Twitter for Android,5
Suman_Basak_,87,91,0,962,257,False,1.125,1938.8,0.05,Facebook,6
lonethumper,62,1233,13,2323,366,False,115.0,2573.714285714286,0.0,Twitter for Android,5
kcshukla6,1840,10111,2757,58435,1843,False,35.125,147.25,0.0,Twitter for Android,5
mukulbiswas,78,19,0,142,91,False,9.5,64.75,0.05,Twitter for Android,6
Chorrdesai1,26,678,0,2069,40,False,1.0,410.7,0.1,Twitter Web Client,5
WhatPardeepSays,180,780,4,1103,424,False,28.142857142857142,243.7,0.25,Twitter for Windows,6
muzaffarniyazi,30,1520,1,1542,208,False,27.0,57.65,0.1,Twitter for Android,4
tanwar_gas,99,3931,7,2849,157,False,97.375,274.55,0.0,Twitter for iPhone,5
Sanchitbjp,5,11,0,56,43,False,3.4,370.85,0.05,Twitter for Android,5
mhzaman786,36,153,0,643,345,False,5.25,31.8,0.0,Mobile Web (M2),4
003shree,915,897,5,20789,53,False,49.0,3.85,0.05,Twitter for Android,5
OrganicWelness,17,13,0,107,21,False,1.0,0.1,0.05,Twitter Web Client,7
praveennjothi,801,546,147,1689,1699,False,67.375,4.85,0.8,Twitter Web Client,5
suresh_batha,97,1428,34,603,68,False,41.82142857142857,86.85,0.0,Twitter for iPhone,6
rahimpadaniya,584,153,21,1205,709,False,33.351351351351354,0.6,0.45,Twitter Web Client,6
kapil_chandel15,50,26,0,377,549,False,10.45,1968.3,0.15,Twitter for iPhone,5
EBIndustrial,54,1,0,283,137,False,3.4,0.2,0.05,Put your button on any page! ,4
icu_books,133,1351,1,533,378,False,1.0,9.25,1.0,Twitter for Android,5
KartikPandeyy,50,3,0,5,114,False,-1,0.3333333333333333,0.6666666666666666,Twitter for Android,4
raisinworld,200,220,61,3470,343,False,7.375,17.9,0.0,Twitter for iPad,5
SoHyperSoClumsy,582,624,30,4715,193,False,11.6,8.3,0.4,Twitter for iPhone,6
riverracket,687,20927,82,47435,2437,False,2.2,747.15,0.25,Twitter Web Client,5
quick13,4087,10697,890,134902,3139,False,2.125,276.2,0.15,TweetDeck,4
ShreeLaxmiArt,441,5310,26,2151,2191,False,5.545454545454546,269.1,0.15,Twitter Web Client,4
mphholdings,1789,12044,113,13701,503,False,114.0,62.95,0.25,Twitter for iPhone,5
DonelAdams,309,24,207,6611,1845,False,17.0,26.5,0.0,Twitter Web Client,5
rtufail,876,158,358,6238,649,False,34.0,0.0,0.05,IFTTT,5
VoiceOfPM,957,3885,14,9816,145,False,1.0,323.42105263157896,1.4210526315789473,Twitter for Android,4
ArguingIndian,1241,414,40,44803,106,False,1.0,3284.8,0.0,Twitter for iPhone,5
kesav7,152,28,0,264,271,False,10.166666666666666,7377.333333333333,0.05555555555555555,Twitter Web Client,5
yaabot,204,103,59,3157,99,False,15.214285714285714,10.65,0.05,Hootsuite,5
Adiporwal,177,10913,185,9296,259,False,33.0,69.05,0.0,Twitter for Windows,6
vedantlalwani01,392,18,93,35639,1349,False,142.2,371.8,0.0,Twitter for iPhone,6
FIDIC,3549,126,587,11643,1208,False,6.5,6.05,0.0,Twitter for iPhone,6
Innovonomics,202,3,184,4139,48,False,7.5,0.0,0.0,IFTTT,5
thegreatsims,122,142,261,28044,47,False,14.666666666666666,0.0,0.05,IFTTT,5
maxgattoni,14473,264,416,15679,1189,False,43.666666666666664,0.05,0.05,IFTTT,5
Udit_Eco,593,602,653,45032,210,False,24.396551724137932,0.0,0.1,IFTTT,5
NunezPipi,195,1108,226,31503,495,False,14.333333333333334,0.0,0.05,IFTTT,5
gzstrategy,594,852,200,2718,1384,False,6.25,8.25,0.15,Integromat,5
EdwardKavallo,178,1861,59,3764,637,False,10.333333333333334,9.2,0.1,Mobile Web (M2),5
sureshalate,221,7,372,21422,146,False,12.357142857142858,0.0,0.0,IFTTT,6
JuberSh0786,27,56,1,27,694,False,4.916666666666667,1488.5,0.05,Twitter for Android,6
OnExporte,54,6,153,5398,108,False,29.77777777777778,0.0,0.0,IFTTT,5
ceciletamura,932,9567,559,12355,2276,False,1.6666666666666667,8.8,0.55,Twitter Web Client,3
vvplsg,164,0,687,48539,23,False,12.285714285714286,0.1,0.0,IFTTT,6
AyamAtmaBrahm,710,88634,184,120763,208,False,53.75,171.3,0.0,Twitter for iPhone,5
bhumharit,2771,149,6690,342191,879,False,16.7,0.1,0.3,IFTTT,5
solfoodcinema,64,10,50,116,35,False,44.779411764705884,1.0,2.55,Twitter Web Client,5
SheilaL7,1295,3804,166,12984,2071,False,1.5384615384615385,51.4,0.1,Twitter for Android,5
AlfonsoFuggetta,5684,5903,319,30359,392,False,1.5,94.6,0.85,Tweetbot for iΟS,4
kro_Vit,140,130,281,8756,621,False,5.3,27.9,0.0,Twitter for Android,5
vickiemgutierr2,312,0,1012,42336,159,False,5.583333333333333,0.0,0.05,IFTTT,5
mg_capital,386,1,94,900,2095,False,25.375,0.0,0.15,Hootsuite,5
BJP4NEDelhi,42,311,1,780,181,False,82.16666666666667,473.85,0.0,Twitter for Android,5
mananbhatt1991,505,4245,50,4120,1303,False,4.0,6.5,0.1,fllwrs,5
iambeingkunal,4092,10939,52,42009,370,False,115.33333333333333,193.7,0.9,Twitter for Android,5
adv_Vikram77,17,42,0,115,159,False,60.42857142857143,21.65,0.05,Twitter Web Client,5
SajidCKP,755,11589,183,30609,2572,False,24.307692307692307,37.7,0.05,Twitter for Android,4
amitverma0911,120,2036,38,1491,85,False,14.454545454545455,4.8,0.0,Twitter Web Client,5
lucky_gau,108,1342,14,4154,525,False,18.625,223.35,0.0,Twitter for Android,4
Kinjal1808,5,1,0,67,14,False,7.0,68.6,0.25,Twitter for Android,5
informativeplac,0,0,0,17,22,False,-1,0.0,0.95,Twitter Web Client,5
gandole22,682,36,16,9203,2300,False,2.5,9.25,0.0,Twitter for Android,5
alokranjanswai3,5,4,0,13,41,False,3.25,450.2142857142857,0.0,Twitter for Android,5
ImArppit,124,1879,8,2335,148,False,24.2,239.05,0.0,Twitter for Android,5
Dr_KiranMelkote,2,0,0,2,5,False,39.0,0.0,0.0,Mobile Web (M5),3
farshwan_sumit,106,961,1,4427,326,False,-1,17.8,0.05,Twitter for Android,5
PrakashWKamat,32,7,0,106,47,False,-1,0.75,0.45,Twitter for Android,5
nirbhaymumbai5,91,121,13,7402,442,False,4.333333333333333,52.95,0.0,Twitter for Android,4
journo007,422,409,13,1302,434,False,41.833333333333336,5.05,0.2,Twitter Web Client,4
manish13tolani,33,38,1,552,41,False,2.0,48.0,0.0,Twitter for Android,4
AMITRAJ55549478,45,4186,14,4285,5,False,20.77777777777778,26.05,0.0,Twitter for Android,5
ArunimPrakash,636,681,11,14013,1839,False,30.5,289.15,0.0,Twitter for Android,5
gitabharathi,334,1208,89,11661,242,False,8.0,164.05,0.0,Twitter for Android,5
jaspree39811401,49,4026,15,2256,33,False,86.25,8604.7,0.0,Twitter for Android,6
Mohitsharma522,11,19,6,532,43,False,43.310344827586206,5.05,0.0,Twitter for Android,6
Abhyudyatripath,4,10,0,48,53,False,8.166666666666666,27.5,0.05,Twitter for Android,5
Rajatrawat7,38,187,0,81,179,False,10.5,1.1,1.45,Twitter for Android,7
GujaratAkkians,388,7308,14,24197,129,False,23.903225806451612,329.25,0.0,Twitter for Android,6
arasibhaibarad,940,1,4,394,5001,False,-1,0.0,0.0,Twitter for Android,5
impranav47,71,925,25,2751,168,False,27.045454545454547,28.35,0.0,Twitter for Android,4
FinancialXpress,206439,85,1440,103394,59,True,53.38775510204081,0.8,1.1,Twitter Web Client,4
DrKrantMLVerma,582,760,2,3406,406,False,5.033333333333333,0.1,0.4,Twitter for iPhone,5
deepsaxena89,19,647,2,1138,110,False,-1,0.0,0.0,Twitter for Android,5
atulgbnup,168,8,2,603,43,False,53.666666666666664,16.4,0.0,RoundTeam,5
KPadmaRani1,234,6743,16,7661,314,False,65.16666666666667,13.55,0.7,Twitter for Android,5
rohanarorara,7,1,0,35,38,False,2.25,1.65,0.0,Facebook,5
bheemu_kampli,1323,6333,35,13378,1808,False,9.75,67.0,0.05,Twitter for Android,5
charan_86,98,2025,6,4281,122,False,16.333333333333332,269.2,0.0,Twitter for iPad,6
aapsiyashran15,9,4,2,564,43,False,3.5714285714285716,337.75,0.05,Twitter for Android,5
daya0785,3,0,0,9,40,False,24.555555555555557,413.3,0.6,Twitter for Android,5
Sendinthewolf,129,85,10,383,230,False,2.0,8.65,0.2,Twitter for Android,5
GusHosein,1538,868,119,5718,205,False,6.636363636363637,36.35,0.05,Twitter for iPhone,5
chmurali1946,48,13,56,6354,17,False,12.65,191.65,0.0,Twitter for Windows Phone,5
SahilMailme2297,5,0,0,4,41,False,-1,0.0,0.0,Twitter for Android,6
bilal_motorwala,2636,68251,156,81097,1821,False,8.6,27.05,0.6,Put your button on any page! ,4
VarshaThacker,1380,72394,493,215677,1037,False,3.1875,490.15,0.0,Twitter for Android,6
madsoraba,128,832,3,2261,235,False,6.5,219.21052631578948,0.0,Twitter for Android,5
Debashi49633281,6,11,0,515,9,False,-1,0.0,0.0,Twitter for Android,4
ashoknk12,285,31065,39,58753,712,False,9.666666666666666,89.15,0.0,Twitter for iPhone,5
DeebaM5,83,2450,26,3679,190,False,9.909090909090908,136.55,0.0,Twitter for Android,5
jjain_2000,86,74,0,401,51,False,1.0,1317.45,0.0,Twitter Web Client,5
SradhaJena,3010,37669,144,138140,1475,False,22.375,1982.05,0.0,Twitter for Android,5
deepsorathiya,49,3296,3,390,60,False,46.733333333333334,28.45,0.15,Twitter for Android,5
madskak,3600,1676,72,47633,345,False,11.0,234.8,0.05,Twitter for Android,4
anil_insa231,67,678,14,1631,30,False,91.9,9594.85,0.0,Twitter for Android,6
Prashant_Swami,65,392,10,895,117,False,4.0,166.85,0.15,Twitter for Android,4
manojsirsa,25718,712,343,332224,1280,False,47.8,10.35,1.05,Twitter for Android,5
RINKU121913,10,1,0,29,137,False,18.0,198.55,0.1,Twitter for Android,6
ShanksTheAuthor,124,75,5,4076,26,False,-1,0.2,0.2,Twitter Web Client,5
_MdTahseen,21,82,0,28,118,False,10.4,7.95,0.3,Twitter for Android,6
budugu_blahblah,179,16114,40,34997,358,False,-1,298.5,0.0,Twitter for Android,4
Rajputboy9516,14,111,0,7,195,False,-1,0.0,1.5,Twitter for Android,6
MarketMaster007,854,582,21,2274,776,False,7.8,6.75,0.7,Twitter Web Client,5
classichealey,213,9,17,4334,330,False,4.75,3.55,0.05,Twitter Web Client,5
mobilehindu,207,11051,38,21884,101,False,11.428571428571429,622.25,0.0,Twitter for Android,4
scrapravi,157,964,8,11537,238,False,27.0,88.55,0.05,Twitter Web Client,4
DemonEtizationn,36,30,5,324,94,False,30.839506172839506,12.35,1.0,Twitter for iPhone,5
cjsharmaz,115,160,0,149,124,False,5.8,27.0,0.3,Twitter for Android,5
vivekthakkarart,13,13,11,48,0,False,8.033333333333333,1.0,0.5,Twitter for iPhone,5
udayakandate,109,361,13,6935,74,False,13.75,402.95,0.05,Twitter for Android,4
freeforall2014,147,9540,15,10211,77,False,48.333333333333336,160.45,0.0,Twitter for iPhone,5
IndiaTodayFLASH,825025,132,1183,84392,114,True,6.5,3.5,5.3,Twitter Web Client,4
gursimranmand,241,20704,9,4840,251,False,15.0,1740.0,0.15,Twitter for Android,5
DrCPJoshiFans1,1515,6622,12,8565,147,False,65.66666666666667,322.7,7.45,Twitter for Android,5
Critic2015,1151,5029,26,19644,622,False,78.33333333333333,305.45,0.0,Twitter for Android,4
arunishukla,442,1089,53,23655,727,False,137.14285714285714,0.0,0.15,Facebook,5
raviparkash108,100,1793,6,2921,24,False,3.4285714285714284,60.95,0.0,Twitter for Android,6
SBICard_Connect,130288,437,115,62226,10389,True,-1,0.0,0.0,Oracle Engage,6
IamNikunjj,290,423,9,2125,305,False,11.9,2.2,0.45,Twitter Web Client,4
mobilemoneyhub,3951,163,152,2558,2423,False,44.96153846153846,0.4,0.35,Twitter for iPhone,5
ChennaiMP,1556,0,357,125207,173,False,4.129032258064516,0.0,0.1,Facebook,4
HP8aa,48,1355,5,1235,41,False,4.0,315.25,0.05,Twitter for iPhone,4
IW_talks,91,4,26,152,101,False,138.5909090909091,9.55,0.2,Twitter for Android,5
ankitajindal4,172,7086,29,9982,28,False,161.6875,19668.9,0.0,Twitter for Android,6
pawan_dorle,40,4,0,108,157,False,26.0,459.95,0.1,Twitter for Android,5
Vande_Mataram,7264,4,77,54031,94,False,9.06060606060606,58.95,2.1,Twitter Web Client,5
kmgupta_india,506,4427,99,36277,1639,False,15.75,37.2,0.0,Mobile Web (M2),5
linkgovind,729,88,1,3307,19,False,64.625,49.3,0.05,Twitter for Android,4
azzythejazzy,180,938,23,6755,108,False,33.0,262.15,0.95,Twitter for Android,5
neelimatripathi,4745,7464,60,42016,844,False,53.0,304.05,0.05,Twitter for Android,4
ShuklaArunav,119,4235,21,8144,322,False,20.23076923076923,39.45,0.0,Twitter for Android,4
ManishSShah2,1,194,0,296,82,False,-1,0.0,0.0,Twitter for Android,5
KarvyFinapolis,1041,103,69,2540,13,False,47.6,0.0,0.75,TweetDeck,5
SwaggerBanno,224,2340,7,4016,63,False,3.3333333333333335,47.35,0.3,Twitter for Android,5
vijaydesikan,718,52,13,677,364,False,24.5,0.0,0.1,Facebook,5
govind_insan,353,23030,106,41629,56,False,1.0,676.65,0.05,Twitter for Android,6
shafijindal,376,8870,45,15002,41,False,65.66666666666667,34587.05,0.0,Twitter for Android,7
Ranjanchakrab20,220,3182,11,3035,183,False,48.0,513.15,0.0,Twitter for Android,5
AjayRaw18013245,18,1522,0,1558,104,False,5.0,187.75,0.0,Twitter for Android,4
aheek_verma9670,70,515,0,276,113,False,4.352941176470588,47.2,0.0,Twitter for Android,6
malviyamit,70365,63,421,128956,595,True,120.0,216.65,72.25,Twitter for iPhone,4
UCC_India,31,0,0,7690,0,False,-1,0.0,0.1,dlvr.it,5
bhandarkarab,112,1793,11,14416,98,False,3.0,0.0,0.0,Twitter Web Client,4
iswarbansal,944,149,1,1211,2645,False,4.142857142857143,97.6842105263158,0.10526315789473684,Twitter for Android,5
SarangMehta21,66,255,8,944,148,False,67.125,2083.25,0.05,Twitter for Android,5
khan_hisamuddin,914,24531,26,16338,1667,False,20.0,203.75,0.3,Twitter for Android,5
vishalinsan1994,494,1672,10,34105,576,False,110.08333333333333,2111.65,0.0,Twitter for Android,6
manojambat,598,2276,24,8877,1460,False,27.4,1.2,0.0,Twitter for Android,4
umedmehta45,2405,372,189,89139,4997,False,37.666666666666664,29.1,0.0,Twitter for iPad,4
tapasije,147,486,28,564,470,False,22.387096774193548,430.7,0.15,Twitter for iPhone,5
seeba_sasha,42,1390,2,5373,61,False,4.777777777777778,259.95,0.0,Mobile Web (M5),5
jatrana_vikash,83,2364,5,1942,129,False,52.333333333333336,182.3,0.25,Twitter for Android,4
p_sachade,241,2768,34,4216,143,False,71.0,1059.2,0.0,Twitter for Android,5
Niraj_dp1,759,3790,70,5789,355,False,53.5,133.8,0.0,Twitter for Android,6
AmroodAdmi,17,27,3,2283,34,False,48.2,841.0,0.0,Twitter Web Client,5
theacechamp,6,85,0,112,25,False,18.76923076923077,259.85,0.55,Twitter for Android,5
SandeepKulsh,4193,48,24,3211,1230,False,27.8,0.8,0.2,Put your button on any page! ,6
_avinashr,305,3639,103,3980,525,False,74.0,994.35,0.0,Twitter for Android,5
avais_khan_,27,1,0,4,121,False,-1,9.0,0.25,Twitter for Android,5
ashish1232208,98,317,1,279,369,False,1.875,121.25,0.05,Twitter for Android,4
jayakamal,160,4931,22,3801,178,False,14.090909090909092,68.3,0.0,Twitter for iPhone,5
brijeshmpatel86,9,131,0,163,133,False,16.77777777777778,285.95,0.1,Twitter for Android,4
vimal_DEV_,7,4,0,162,60,False,1.0,231.6,0.0,Twitter for Android,5
rahulti1996,6,261,0,46,55,False,1.0,232.6,0.05,Twitter for Android,4
TechQuotesDaily,2022,1278,14,1559,7,False,13.0,6.1,30.6,Twitter for Android,5
SGGeet,860,48111,36,59616,243,False,12.9375,20.35,0.0,Twitter for Android,4
adityakrdam,993,1417,3,1695,4994,False,14.857142857142858,125.45,0.05,Twitter for iPhone,4
visdutta,254,467,1,4008,183,False,14.2,986.3,0.05,Twitter for Android,5
HenryOgoti,1376,8736,15,31217,4973,False,8.333333333333334,33.5,0.0,Twitter Web Client,5
MoneyMakerRsrch,1597,438,26,5098,128,False,5.818181818181818,1.9,0.15,Twitter Web Client,5
amitpat87850532,65,159,2,482,202,False,15.333333333333334,50.4,0.0,Twitter for iPhone,5
khushbu_ravat,71,24,0,31,809,False,5.166666666666667,60.35,0.0,Twitter Web Client,5
ReUniteBharat,140,177,3,386,49,False,46.333333333333336,39.45,0.25,Twitter for Android,4
UniteIndiaa,13,332,10,583,32,False,46.97222222222222,16.65,0.4,Twitter for Android,4
mridula2c,28997,196,15,3117,239,False,82.0,44.95,2.75,Twitter for Android,5
ManekiyaSaad,25,537,5,616,23,False,53.513513513513516,17.1,0.0,Twitter for Android,4
Swachh_Mumbai,88,1250,8,1132,31,False,47.68571428571428,16.55,0.05,Twitter for Android,4
DeshBhakkt,63,1459,12,1390,31,False,53.08108108108108,16.9,0.0,Twitter for Android,4
ShoebSolanki,47,1497,13,1526,41,False,53.513513513513516,17.1,0.0,Twitter for Android,4
princeinsan63,1511,17504,12,29713,85,False,86.7,10612.736842105263,0.05263157894736842,Twitter for Android,6
acchandramouli,5885,2621,32,17312,3616,False,39.333333333333336,318.55,0.05,Twitter for Android,4
VoteUrVoice,31,429,0,266,105,False,32.613207547169814,45.65,0.05,Twitter for iPhone,5
doctoragupta,216,1088,53,24376,108,False,16.333333333333332,327.65,0.0,Twitter for iPhone,5
gowdasunil77,132,1600,10,5402,641,False,43.0,46.5,0.3,Twitter for Android,5
dp_satish,5979,16938,146,17882,963,True,54.7,43.75,5.25,Twitter for Android,5
eWalletIndia,34,126,2,194,108,False,33.91111111111111,10.9,0.9,Twitter for iPhone,5
Abhinandanshah9,0,4,0,4,25,False,5.2,59.75,0.0,Mobile Web (M5),5
MastersoftErp,14,39,5,78,153,False,3.6363636363636362,88.5,0.05,Twitter Web Client,6
dr_idrisi,1527,12447,23,15984,493,False,9.25,32.15,0.05,Twitter for Android,5
FELURIWALofPAAP,203,1506,6,2544,506,False,34.72727272727273,46.3,2.4,Twitter for iPhone,5
nishainsan3333,90,8048,27,11889,67,False,52.357142857142854,25910.2,0.0,Twitter for Android,7
dc276bd769134d4,382,49200,78,82293,47,False,73.26923076923077,90.4,0.0,Twitter for Android,5
rohit_manas,876,10,3,1031,22,False,-1,0.0,1.05,Twitter Web Client,4
riyashukla2507,6025,21184,287,83275,127,False,58.57142857142857,48.05,0.4,Twitter for Android,5
Kbadoghu,311,1680,8,4679,144,False,-1,59.3,0.85,Twitter for iPhone,4
PuneriMangoMan,258,21946,40,44136,83,False,104.66666666666667,56.65,0.05,Twitter for iPhone,6
fdlx_com,2580,33,1763,567982,240,False,11.222222222222221,0.0,0.0,Put your button on any page! ,5
pankajtweak,57,90,39,212,19,False,7.133333333333334,0.1,0.0,Twitter Web Client,5
monk_razr,646,19165,3,138209,2904,False,-1,195.15,0.0,Twitter for Android,4
sanjida_iqbal,4057,149130,161,90917,517,False,24.0,3.65,0.5,Twitter for Android,5
singhapoorv54,25,39,0,170,107,False,71.0,1026.7368421052631,0.10526315789473684,Twitter for Android,5
PRAMODKAUSHIK9,2999,104045,44,82567,311,False,1.2,49.9,1.7,Twitter for Android,5
rooster16111611,749,5035,58,49001,1705,False,58.9,41.2,0.0,Twitter for Android,5
kshitizballia,41,33,0,39,367,False,8.5,11.55,0.05,Twitter for iPad,5
ErZaheer,23,137,0,194,232,False,19.2,47.1,0.35,Twitter Web Client,5
Harshadpatelias,389,2020,0,167,441,False,39.5,1692.35,2.8,Twitter for Android,5
johnsonmathias1,72,2184,6,1227,528,False,52.0,50.55,0.1,Twitter for Android,4
shrma_sid,14,2,0,15,26,False,7.25,10628.0,0.0,Twitter for iPad,5
hemantkapil,77,1676,18,5698,588,False,30.0,3685.9,0.0,Twitter for Android,4
mashoor_gulathi,121,1165,1,942,95,False,245.0,349.75,0.45,Twitter for Android,5
NeetuUpadhyay25,1534,108833,22,133482,67,False,189.0,15.65,0.0,Twitter Web Client,6
Bhatt_Indian,612,8051,34,20931,243,False,27.0,49.15,0.0,Twitter Web Client,4
AshpraSkills,21,139,1,133,39,False,53.4,20.45,0.95,Twitter Web Client,5
bapi_1,110,6829,52,7974,70,False,56.55555555555556,68.3,0.0,Twitter for Android,4
AICPFC,4835,6571,23,7075,5055,False,24.166666666666668,15.55,2.6,Twitter for Android,5
Sudarshanx,1324,6948,21,25556,4938,False,37.0,35.35,0.0,Twitter Web Client,4
PratiharDr,20,601,1,781,31,False,233.0,65.2,0.0,Twitter for iPhone,5
UjjainAbhay,104,2621,1,2093,144,False,-1,8.3,0.35,Twitter for iPhone,4
VenkataRaju,15,201,17,1030,32,False,2.0,3566.25,0.0,Twitter Web Client,4
Rajeevk74034637,21,389,0,369,40,False,8.076923076923077,62.85,0.0,Twitter for iPhone,6
publictvnews,36985,1,288,48186,816,True,12.075,1.35,10.65,Twitter Web Client,5
jha_ugrnath,29,554,1,417,166,False,-1,889.9,0.1,Twitter for Android,5
prashan97932764,13,328,0,264,149,False,1.0,411.95,0.1,Twitter for Android,6
luyck_ers,46,13,2,256,259,False,2.789473684210526,0.0,0.0,Put your button on any page! ,5
az314,680,220,76,12937,590,False,7.777777777777778,0.0,0.15,Twitter Web Client,4
firasd,591,4021,89,20736,543,False,-1,85.1,1.2,Twitter Web Client,5
rzk_ali,1630,1412,52,83311,2326,False,52.5,228.2,0.0,Twitter for Android,5
journalistreyaz,1491,4111,132,27413,972,False,19.333333333333332,62.65,0.7,Twitter for Android,5
juneja44,1035,1341,36,78722,233,False,120.66666666666667,11321.8,0.45,Twitter for Android,7
iwanpranoto,19561,2315,202,161288,1516,False,49.0,139.6,0.15,Twitter for Android,5
nancy77480407,38,1249,0,1062,72,False,199.95,18380.25,0.4,Twitter for Android,6
bjpkamal,2294,17645,129,87646,354,False,76.14285714285714,96.45,0.0,Twitter for Android,4
aks_iitr,4,12,0,15,27,False,-1,0.0,0.2631578947368421,Twitter Web Client,7
MonaInsan12,207,3967,4,11618,19,False,127.06666666666666,10734.4,0.0,Twitter for Android,5
Hvkaur89,916,15353,74,55296,239,False,108.77777777777777,6781.55,0.1,Twitter for Android,7
